iteration,reward_mean,length_mean,games,loss
508000,1331.12,30.38,8,0.025750819593667984
509000,1410.88,33.25,8,0.007874715141952038
510000,1431.0,34.12,8,0.023911841213703156
511000,1318.38,30.25,8,0.012859847396612167
512000,1318.12,30.25,8,0.013770642690360546
513000,1272.75,29.12,8,0.03287636861205101
514000,1438.88,33.75,8,0.04263455048203468
515000,1297.0,29.75,8,0.037999462336301804
516000,1341.5,31.25,8,0.008369117975234985
517000,1332.88,30.5,8,0.04586928337812424
518000,1263.5,29.0,8,0.017367972061038017
519000,1126.75,25.25,8,0.01581483893096447
520000,1380.25,33.0,8,0.017121538519859314
521000,1260.5,28.62,8,0.01746622659265995
522000,1537.88,37.75,8,0.011697499081492424
523000,1336.88,31.12,8,0.014626355841755867
524000,1400.88,32.5,8,0.023553572595119476
525000,1197.62,26.75,8,0.009695284999907017
526000,1266.75,28.88,8,0.01918867602944374
527000,1502.88,36.25,8,0.013743446208536625
528000,1347.12,31.12,8,0.016659244894981384
529000,1265.62,28.88,8,0.015215656720101833
530000,1389.12,32.75,8,0.01455692108720541
531000,1404.25,33.5,8,0.019533589482307434
532000,1208.38,27.0,8,0.011829372495412827
533000,1226.88,27.38,8,0.01748596876859665
534000,1490.12,36.12,8,0.008099224418401718
535000,1452.0,34.62,8,0.048692941665649414
536000,1261.0,28.62,8,0.03746441751718521
537000,1209.0,27.38,8,0.010193190537393093
538000,1386.0,32.88,8,0.019912196323275566
539000,1253.0,28.0,8,0.01523711159825325
540000,1396.0,32.75,8,0.013161481358110905
541000,1304.62,29.62,8,0.010527849197387695
542000,1387.12,31.88,8,0.025802472606301308
543000,1436.88,33.88,8,0.04084646329283714
544000,1480.38,35.88,8,0.008188355714082718
545000,1422.5,33.0,8,0.0069857994094491005
546000,1426.88,33.5,8,0.013098908588290215
547000,1404.75,33.5,8,0.036444589495658875
548000,1450.75,34.38,8,0.011053550988435745
549000,1472.0,35.0,8,0.0153093496337533
550000,1460.12,35.75,8,0.013869013637304306
551000,1189.25,26.5,8,0.02749604731798172
552000,1422.88,33.38,8,0.018375620245933533
553000,1171.75,26.38,8,0.01258133165538311
554000,1255.25,28.62,8,0.028765873983502388
555000,1389.25,32.75,8,0.01172609906643629
556000,1218.75,27.38,8,0.01873837411403656
557000,1363.88,32.0,8,0.01272597536444664
558000,1229.5,27.5,8,0.018906235694885254
559000,1226.75,27.62,8,0.01082534808665514
560000,1158.12,26.12,8,0.031345855444669724
561000,1495.0,36.12,8,0.01923118531703949
562000,1259.75,29.25,8,0.01765415444970131
563000,1529.75,37.62,8,0.03267133608460426
564000,1309.88,29.88,8,0.01302354782819748
565000,1454.0,34.38,8,0.044418297708034515
566000,1297.75,29.5,8,0.009499751962721348
567000,1091.75,25.5,8,0.023932889103889465
568000,1083.88,23.75,8,0.011805321089923382
569000,1224.88,27.75,8,0.011036589741706848
570000,1060.0,24.5,8,0.015776295214891434
571000,1350.38,31.5,8,0.01369988638907671
572000,1423.5,33.38,8,0.021610723808407784
573000,1355.75,31.0,8,0.023229451850056648
574000,1301.62,30.12,8,0.03653636574745178
575000,1348.12,31.12,8,0.012598256580531597
576000,1466.62,34.75,8,0.020595213398337364
577000,1355.12,31.62,8,0.014487877488136292
578000,1334.25,31.0,8,0.024042382836341858
579000,1282.75,29.38,8,0.03012082353234291
580000,1106.0,25.0,8,0.04565861076116562
581000,1380.62,32.5,8,0.007926832884550095
582000,1311.25,29.88,8,0.010803285986185074
583000,1201.62,27.5,8,0.01680966094136238
584000,1311.38,30.62,8,0.014991812407970428
585000,1322.75,30.12,8,0.03600279241800308
586000,1346.88,30.88,8,0.04614507779479027
587000,1294.12,29.38,8,0.02994988113641739
588000,1173.12,26.12,8,0.024471603333950043
589000,1132.75,25.38,8,0.02965189889073372
590000,1015.25,22.25,8,0.07807019352912903
591000,1367.88,32.38,8,0.032787635922431946
592000,1369.0,32.12,8,0.016597727313637733
593000,1533.5,37.0,8,0.010929962620139122
594000,1391.38,32.62,8,0.03401002287864685
595000,1325.75,30.38,8,0.013474371284246445
596000,1278.0,28.88,8,0.02142617106437683
597000,1229.62,28.0,8,0.01250370405614376
598000,1510.25,36.5,8,0.02327502705156803
599000,1465.5,35.38,8,0.012685457244515419
600000,1278.88,29.12,8,0.012900232337415218
601000,1476.5,35.38,8,0.011135345324873924
602000,1286.38,29.5,8,0.01656511425971985
603000,1400.62,32.62,8,0.018362266942858696
604000,1410.62,33.0,8,0.01654498279094696
605000,1347.0,31.62,8,0.015228183940052986
606000,1279.75,29.5,8,0.014224644750356674
607000,1389.0,33.38,8,0.016317861154675484
608000,1430.75,33.5,8,0.016239961609244347
609000,1433.0,33.75,8,0.03821813687682152
610000,1376.75,31.75,8,0.009642762131989002
611000,1253.38,28.0,8,0.026202382519841194
612000,1377.0,32.12,8,0.0507185235619545
613000,1229.38,27.88,8,0.03989690542221069
614000,1370.0,31.88,8,0.018734145909547806
615000,1273.12,28.62,8,0.0199410580098629
616000,1281.12,28.75,8,0.014855210669338703
617000,1377.5,32.0,8,0.01256547961384058
618000,1469.75,35.25,8,0.014642085880041122
619000,1442.5,34.5,8,0.020631054416298866
620000,1436.88,33.88,8,0.017521020025014877
621000,1532.0,37.12,8,0.010796720162034035
622000,1462.0,35.12,8,0.008823028765618801
623000,1395.5,32.5,8,0.028232675045728683
624000,1346.25,31.5,8,0.010696218349039555
625000,1365.38,31.75,8,0.0203527994453907
626000,1238.0,28.0,8,0.015161614865064621
627000,1471.12,35.75,8,0.013614177703857422
628000,1008.12,21.88,8,0.040652938187122345
629000,1278.88,29.12,8,0.042310021817684174
630000,1224.25,27.5,8,0.015160461887717247
631000,1264.88,28.38,8,0.00856136903166771
632000,1265.5,29.0,8,0.020486190915107727
633000,1384.25,32.0,8,0.02030300348997116
634000,1354.88,31.25,8,0.07226797938346863
635000,1346.88,31.12,8,0.037668950855731964
636000,1385.5,33.25,8,0.015036361292004585
637000,1426.62,33.5,8,0.04749375954270363
638000,1156.25,25.88,8,0.022985056042671204
639000,1443.5,34.5,8,0.026425208896398544
640000,1472.0,34.88,8,0.017601577565073967
641000,1298.25,29.75,8,0.018865076825022697
642000,1333.75,30.62,8,0.014394041150808334
643000,1226.0,27.25,8,0.04111585021018982
644000,1243.0,27.88,8,0.011636127717792988
645000,1166.0,25.75,8,0.043794985860586166
646000,1349.75,31.25,8,0.014577990397810936
647000,1272.5,28.88,8,0.025199687108397484
648000,1361.62,32.25,8,0.038473550230264664
649000,1243.38,28.25,8,0.009235173463821411
650000,1343.88,31.0,8,0.022028561681509018
651000,1483.25,35.5,8,0.016056079417467117
652000,1267.88,29.12,8,0.06489624828100204
653000,1521.62,37.12,8,0.025494607165455818
654000,1296.12,29.38,8,0.02389170415699482
655000,1387.88,32.25,8,0.0397348552942276
656000,1392.75,32.75,8,0.04893920570611954
657000,1402.62,33.62,8,0.034677401185035706
658000,1440.12,34.12,8,0.025498133152723312
659000,1445.88,34.25,8,0.03196678310632706
660000,1319.88,30.12,8,0.06070764362812042
661000,1358.38,31.5,8,0.015271535143256187
662000,1265.0,28.62,8,0.02767990529537201
663000,1334.88,30.38,8,0.01001150906085968
664000,1368.88,32.0,8,0.010406261309981346
665000,1077.62,23.75,8,0.021634051576256752
666000,1365.0,32.12,8,0.011355796828866005
667000,1536.12,37.5,8,0.01078775618225336
668000,1291.5,29.88,8,0.06863368302583694
669000,1330.75,30.75,8,0.03167148306965828
670000,1490.25,35.62,8,0.015773918479681015
671000,1291.5,29.88,8,0.05461035668849945
672000,1355.0,31.38,8,0.015226944349706173
673000,1394.62,33.12,8,0.010963430628180504
674000,1327.5,31.12,8,0.05485856160521507
675000,1447.12,34.25,8,0.021913878619670868
676000,1294.12,30.5,8,0.03192586079239845
677000,1449.5,34.62,8,0.029810216277837753
678000,1406.88,33.25,8,0.007526387460529804
679000,1550.25,38.62,8,0.019429432228207588
680000,1207.38,27.12,8,0.03710833191871643
681000,1322.0,30.25,8,0.009673673659563065
682000,1420.0,33.75,8,0.01763632521033287
683000,1332.25,30.62,8,0.012070814147591591
684000,1310.38,29.75,8,0.017972972244024277
685000,1481.0,36.88,8,0.07047756761312485
686000,1295.0,29.88,8,0.01701715961098671
687000,1168.75,25.75,8,0.014497890137135983
688000,1393.5,32.25,8,0.02667165733873844
689000,1293.5,30.62,8,0.019680310040712357
690000,1301.38,29.5,8,0.0105664674192667
691000,1417.12,33.12,8,0.016839992254972458
692000,1201.5,27.25,8,0.010949920862913132
693000,1293.75,29.25,8,0.03251362591981888
694000,1356.62,31.38,8,0.06298023462295532
695000,1299.0,30.12,8,0.03935330733656883
696000,1228.5,28.12,8,0.01220683567225933
697000,1316.75,30.25,8,0.016374802216887474
698000,1161.88,26.38,8,0.009314445778727531
699000,1235.25,28.25,8,0.01761777698993683
700000,1351.38,31.38,8,0.018294082954525948
701000,1280.12,29.12,8,0.016575856134295464
702000,517.88,11.88,8,0.006609419360756874
703000,989.62,21.88,8,0.05558590963482857
704000,1357.75,31.12,8,0.013851193711161613
705000,1278.0,29.12,8,0.0439053550362587
706000,1376.25,32.12,8,0.02557598426938057
707000,1289.5,30.12,8,0.04879629239439964
708000,1158.75,26.12,8,0.008071995340287685
709000,1327.0,31.5,8,0.012002319097518921
710000,1065.5,23.38,8,0.04690821096301079
711000,1316.75,30.12,8,0.02324170432984829
712000,1137.38,25.62,8,0.024338532239198685
713000,1371.62,31.62,8,0.04075491055846214
714000,1216.5,27.38,8,0.008209152147173882
715000,1413.62,33.25,8,0.012277819216251373
716000,1302.5,29.5,8,0.011063640005886555
717000,1041.38,23.5,8,0.029122021049261093
718000,1191.0,26.62,8,0.0134338503703475
719000,1313.25,30.25,8,0.009612727910280228
720000,1311.5,29.88,8,0.042111147195100784
721000,1305.62,30.0,8,0.024570932611823082
722000,1459.25,35.38,8,0.02061064913868904
723000,1302.88,29.75,8,0.015233257785439491
724000,1349.62,31.5,8,0.009152175858616829
725000,1359.5,31.38,8,0.020949117839336395
726000,1262.88,28.38,8,0.036893054842948914
727000,1352.38,31.25,8,0.018080279231071472
728000,1332.12,31.12,8,0.04806847870349884
729000,1349.75,31.12,8,0.014621497131884098
730000,1354.25,31.38,8,0.016126681119203568
731000,1250.25,28.12,8,0.048671141266822815
732000,1440.75,34.12,8,0.02379676140844822
733000,1419.33,33.33,9,0.025012219324707985
734000,1348.33,31.67,9,0.012283962219953537
735000,1026.62,22.62,8,0.017916519194841385
736000,1219.88,27.12,8,0.026980627328157425
737000,1011.88,22.25,8,0.013067221269011497
738000,1438.25,33.88,8,0.02399166114628315
739000,1287.38,29.62,8,0.02214256301522255
740000,1251.88,29.0,8,0.03368588909506798
741000,1362.38,31.62,8,0.01592489704489708
742000,1430.12,33.62,8,0.011269047856330872
743000,1323.38,31.0,8,0.02212471514940262
744000,1355.12,31.0,8,0.01057374943047762
745000,1137.12,25.25,8,0.04164620116353035
746000,1329.12,31.12,8,0.007293597795069218
747000,1424.0,33.5,8,0.0066348835825920105
748000,1270.88,28.5,8,0.008141227066516876
749000,1321.0,30.25,8,0.010222765617072582
750000,1373.62,32.25,8,0.00882156752049923
751000,1298.0,29.88,8,0.015952378511428833
752000,1475.25,35.25,8,0.04195385426282883
753000,1251.62,28.25,8,0.0253937765955925
754000,1459.5,34.5,8,0.018244529142975807
755000,1330.5,31.0,8,0.024526450783014297
756000,1372.88,32.38,8,0.07515876740217209
757000,1380.25,32.25,8,0.02018577605485916
758000,1330.38,30.88,8,0.028849201276898384
759000,1395.88,32.62,8,0.020452724769711494
760000,1289.88,29.38,8,0.008551805280148983
761000,1213.38,27.0,8,0.04100269824266434
762000,799.0,18.0,8,0.016114521771669388
763000,1451.44,35.22,9,0.022917240858078003
764000,1340.0,31.0,8,0.05968019366264343
765000,1179.75,26.25,8,0.014987535774707794
766000,1421.62,33.62,8,0.010676739737391472
767000,1086.88,24.88,8,0.00800313986837864
768000,1498.75,36.38,8,0.012213493697345257
769000,1287.75,29.25,8,0.046106286346912384
770000,1415.5,33.38,8,0.04018837958574295
771000,1400.38,33.12,8,0.014335351064801216
772000,1177.75,27.25,8,0.018432874232530594
773000,1307.88,29.88,8,0.0079465601593256
774000,1482.25,35.38,8,0.010331193916499615
775000,1409.12,32.75,8,0.02102959156036377
776000,1316.12,31.0,8,0.0541095957159996
777000,947.5,21.12,8,0.019790135324001312
778000,1339.0,30.88,8,0.011365153826773167
779000,1374.0,32.0,8,0.008935285732150078
780000,1418.0,34.0,8,0.02831059694290161
781000,1333.62,31.12,8,0.009207125753164291
782000,1467.12,34.75,8,0.02486702799797058
783000,1264.62,29.0,8,0.028088277205824852
784000,1275.62,28.88,8,0.00841384194791317
785000,1391.75,32.25,8,0.005996006075292826
786000,1403.88,32.75,8,0.04836689680814743
787000,1390.88,33.0,8,0.01272790227085352
788000,1482.75,35.75,8,0.011465303599834442
789000,1235.75,27.88,8,0.008124173618853092
790000,1256.88,28.62,8,0.020571377128362656
791000,1017.0,21.75,8,0.047826819121837616
792000,1509.75,37.0,8,0.026689864695072174
793000,1178.75,27.0,8,0.011911076493561268
794000,1299.5,29.5,8,0.01440739817917347
795000,1446.88,34.88,8,0.013399184681475163
796000,1171.75,26.12,8,0.006358998827636242
797000,1469.5,35.0,8,0.01408204436302185
798000,1456.5,35.12,8,0.04535640776157379
799000,1443.62,34.5,8,0.01194498036056757
800000,1234.5,27.62,8,0.00898156687617302
801000,1506.88,36.38,8,0.03138422593474388
802000,1398.0,33.0,8,0.014049655757844448
803000,1236.38,28.25,8,0.01338343508541584
804000,1459.5,34.75,8,0.01089397817850113
805000,1374.38,32.88,8,0.02116924710571766
806000,1249.5,28.25,8,0.04389605671167374
807000,1587.75,39.62,8,0.012874899432063103
808000,1508.25,37.0,8,0.01268336083739996
809000,1373.88,32.25,8,0.00822424702346325
810000,1527.38,37.12,8,0.013280503451824188
811000,1190.75,26.62,8,0.02060389705002308
812000,1190.5,26.62,8,0.01217140257358551
813000,1416.12,33.12,8,0.012674545869231224
814000,1323.25,30.75,8,0.030774876475334167
815000,1330.38,30.38,8,0.02163109928369522
816000,1457.12,34.38,8,0.019921988248825073
817000,1479.75,35.38,8,0.028385909274220467
818000,1574.25,39.25,8,0.03309731185436249
819000,1296.88,30.0,8,0.014517553150653839
820000,1192.25,27.0,8,0.012898901477456093
821000,1578.5,39.5,8,0.016747884452342987
822000,1526.62,38.12,8,0.02609133906662464
823000,1441.75,34.5,8,0.00990298017859459
824000,1222.5,27.5,8,0.007272198796272278
825000,1235.89,28.44,9,0.013145098462700844
826000,1517.0,36.5,8,0.02932881936430931
827000,1261.88,28.25,8,0.008068859577178955
828000,1319.0,30.62,8,0.023835711181163788
829000,1323.75,30.25,8,0.025711914524435997
830000,1288.5,29.0,8,0.01984146237373352
831000,1450.25,34.62,8,0.012094972655177116
832000,1306.38,30.25,8,0.039874546229839325
833000,1264.25,28.25,8,0.011601308360695839
834000,1434.38,33.75,8,0.016344457864761353
835000,1289.75,29.62,8,0.008713566698133945
836000,1351.75,31.5,8,0.014872115105390549
837000,1263.38,28.62,8,0.017509443685412407
838000,1535.5,37.38,8,0.024233095347881317
839000,1327.62,30.5,8,0.022638235241174698
840000,1420.12,33.38,8,0.011690528132021427
841000,1494.25,35.5,8,0.01098484918475151
842000,1624.88,41.0,8,0.02577062137424946
843000,1178.25,26.25,8,0.018852682784199715
844000,1111.75,24.88,8,0.02631431818008423
845000,1357.12,31.75,8,0.02095266617834568
846000,1454.62,36.12,8,0.03752946853637695
847000,1451.38,34.25,8,0.009519541636109352
848000,1466.75,36.5,8,0.02809712290763855
849000,1319.62,30.38,8,0.011185431852936745
850000,1352.5,31.5,8,0.01348811574280262
851000,1260.88,29.25,8,0.013866594061255455
852000,1325.12,30.62,8,0.00839743111282587
853000,1564.38,38.38,8,0.01206833403557539
854000,1510.75,36.88,8,0.011373698711395264
855000,1332.62,31.12,8,0.02481245994567871
856000,1365.25,32.0,8,0.009837600402534008
857000,1256.88,28.38,8,0.009474556893110275
858000,1155.62,25.75,8,0.014310183003544807
859000,1371.88,32.12,8,0.013366195373237133
860000,1281.25,29.5,8,0.010974155738949776
861000,1479.62,36.88,8,0.012590192258358002
862000,1314.62,30.88,8,0.05409444123506546
863000,1469.62,35.5,8,0.014003854244947433
864000,1214.56,27.11,9,0.012486455030739307
865000,1387.5,32.62,8,0.009508701041340828
866000,1445.12,35.25,8,0.017761055380105972
867000,1614.62,40.38,8,0.006201982498168945
868000,1369.88,32.25,8,0.012925736606121063
869000,1485.62,35.5,8,0.010116688907146454
870000,1373.0,32.88,8,0.007867707870900631
871000,1342.88,31.12,8,0.03135732188820839
872000,1428.88,33.88,8,0.030371641740202904
873000,1283.75,29.5,8,0.008524671196937561
874000,1422.38,33.75,8,0.01460819598287344
875000,1419.62,34.0,8,0.010700823739171028
876000,1312.12,30.5,8,0.012096360325813293
877000,1279.62,29.25,8,0.03225304186344147
878000,1396.75,32.62,8,0.009335959330201149
879000,1337.75,31.62,8,0.028604833409190178
880000,1151.0,25.78,9,0.08074785023927689
881000,1304.88,29.75,8,0.017392762005329132
882000,1376.5,32.0,8,0.008829043246805668
883000,1468.62,35.88,8,0.00916822999715805
884000,1376.12,32.38,8,0.029590357095003128
885000,1458.12,34.75,8,0.0346415638923645
886000,1338.5,31.5,8,0.010539744049310684
887000,1256.88,28.25,8,0.009906003251671791
888000,1469.5,35.12,8,0.04644163325428963
889000,1417.75,33.12,8,0.027175525203347206
890000,1206.12,26.88,8,0.007186656817793846
891000,1135.12,25.62,8,0.011625790037214756
892000,1399.62,33.25,8,0.04075218737125397
893000,1511.0,37.0,8,0.00834842212498188
894000,1520.5,37.12,8,0.02325444296002388
895000,1342.5,31.5,8,0.01761820539832115
896000,1466.5,34.88,8,0.014459400437772274
897000,1223.75,27.25,8,0.0081984493881464
898000,1100.75,24.62,8,0.02625630795955658
899000,1264.88,29.0,8,0.021918173879384995
900000,1494.12,37.0,8,0.009767524898052216
901000,1218.62,27.38,8,0.022636214271187782
902000,1337.0,32.12,8,0.010347865521907806
903000,1449.62,34.5,8,0.016848841682076454
904000,1335.88,31.38,8,0.015674423426389694
905000,1413.12,32.88,8,0.007867475971579552
906000,1269.0,29.0,8,0.016754459589719772
907000,1266.88,28.75,8,0.01789632812142372
908000,1489.0,35.62,8,0.009346574544906616
909000,1313.25,30.5,8,0.015719331800937653
910000,1338.0,32.25,8,0.021666068583726883
911000,1353.62,31.62,8,0.01607678458094597
912000,1283.5,29.25,8,0.009270869195461273
913000,1423.62,33.5,8,0.012780198827385902
914000,1318.88,31.5,8,0.04190045967698097
915000,1347.62,31.38,8,0.02964865043759346
916000,1239.0,28.25,8,0.03429770469665527
917000,1244.12,27.75,8,0.016093414276838303
918000,1227.62,28.12,8,0.03161557763814926
919000,1183.38,26.0,8,0.014546819031238556
920000,1402.62,32.62,8,0.0216231606900692
921000,1130.0,25.25,8,0.015056049451231956
922000,1377.88,32.12,8,0.007830241695046425
923000,1331.62,31.5,8,0.007146671414375305
924000,1265.38,28.62,8,0.040923330932855606
925000,1336.38,31.38,8,0.044101230800151825
926000,1464.0,35.12,8,0.015075532719492912
927000,1544.0,39.25,8,0.03418200835585594
928000,1424.12,33.12,8,0.02755349688231945
929000,1327.0,31.62,8,0.010638736188411713
930000,1384.88,32.25,8,0.008014080114662647
931000,1419.5,34.0,8,0.01691701076924801
932000,1417.75,33.25,8,0.01330449990928173
933000,1206.75,27.0,8,0.015841424465179443
934000,1401.25,33.12,8,0.03540060296654701
935000,1318.38,30.12,8,0.04169008135795593
936000,1316.25,29.88,8,0.03655209764838219
937000,1454.88,34.5,8,0.07526913285255432
938000,1315.38,30.25,8,0.037052176892757416
939000,1300.88,29.75,8,0.03623098134994507
940000,1417.38,33.38,8,0.007928108796477318
941000,1436.62,34.75,8,0.008676016703248024
942000,1508.5,37.12,8,0.0435880571603775
943000,1418.5,33.25,8,0.04000314697623253
944000,1311.38,30.5,8,0.008037565276026726
945000,1236.88,28.38,8,0.010897701606154442
946000,1489.12,36.88,8,0.011520981788635254
947000,1434.5,34.62,8,0.022487496957182884
948000,1138.12,25.25,8,0.016565654426813126
949000,1502.88,36.5,8,0.04852566123008728
950000,1446.62,34.75,8,0.026559865102171898
951000,1171.12,26.25,8,0.02664053812623024
952000,1447.0,34.38,8,0.012501366436481476
953000,1383.62,32.5,8,0.04453267157077789
954000,1387.0,34.5,8,0.020045941695570946
955000,1269.25,28.88,8,0.014279326424002647
956000,1034.75,22.62,8,0.009084932506084442
957000,1343.75,31.62,8,0.017879463732242584
958000,1291.25,30.62,8,0.018685229122638702
959000,1189.75,26.38,8,0.05397580936551094
960000,1254.88,28.25,8,0.01975778304040432
961000,1371.25,31.88,8,0.024308569729328156
962000,1324.5,30.25,8,0.012554844841361046
963000,1468.88,35.12,8,0.012765714898705482
964000,1435.12,35.12,8,0.024439090862870216
965000,1499.88,36.25,8,0.02976827695965767
966000,1377.62,32.62,8,0.04904363676905632
967000,1404.0,33.12,8,0.013630399480462074
968000,1346.25,31.0,8,0.034430667757987976
969000,1347.5,31.12,8,0.01868947222828865
970000,1452.25,34.88,8,0.0074272966012358665
971000,1313.88,30.12,8,0.006097779609262943
972000,1238.0,27.75,8,0.023615838959813118
973000,1403.88,34.5,8,0.016788553446531296
974000,1357.62,31.12,8,0.017331911250948906
975000,1409.62,32.88,8,0.023159503936767578
976000,1376.5,32.0,8,0.011812458746135235
977000,1492.25,35.88,8,0.007196344900876284
978000,1268.62,29.0,8,0.01228252612054348
979000,1493.75,35.88,8,0.019417565315961838
980000,1354.75,32.5,8,0.02731700986623764
981000,1498.38,36.62,8,0.009626937098801136
982000,1449.0,34.88,8,0.008247846737504005
983000,1550.25,38.25,8,0.06446036696434021
984000,1441.75,34.5,8,0.013684557750821114
985000,1496.62,37.0,8,0.010981051251292229
986000,1279.22,29.22,9,0.05850902944803238
987000,1173.75,26.62,8,0.008791010826826096
988000,1471.75,35.38,8,0.02304832637310028
989000,1348.5,31.0,8,0.025700010359287262
990000,1341.62,30.75,8,0.058587513864040375
991000,1349.25,31.25,8,0.027889028191566467
992000,1225.5,27.88,8,0.05984453856945038
993000,1225.75,27.88,8,0.013867857865989208
994000,1473.38,35.75,8,0.023044027388095856
995000,1345.88,31.38,8,0.016071774065494537
996000,1307.44,29.89,9,0.023736655712127686
997000,1329.38,30.38,8,0.018395282328128815
998000,1332.0,31.0,8,0.010356425307691097
999000,1377.12,32.38,8,0.017948996275663376
1000000,1240.38,27.75,8,0.018521349877119064
1001000,1382.0,32.12,8,0.019870877265930176
1002000,1039.88,24.12,8,0.011291359551250935
1003000,1386.75,33.0,8,0.02221294865012169
1004000,1286.75,29.38,8,0.015885675325989723
1005000,1425.5,34.38,8,0.019616788253188133
1006000,1448.25,34.25,8,0.00847458653151989
1007000,1368.5,32.12,8,0.012788372114300728
1008000,1364.25,31.88,8,0.021874329075217247
1009000,1241.75,28.0,8,0.010124105960130692
1010000,1412.12,33.38,8,0.05556921660900116
1011000,1477.88,36.12,8,0.014520452357828617
1012000,1493.25,36.62,8,0.014490639790892601
